,SERVICE,PART_NAME
14051,Drivetrain-Brakes-Rebuild,"['Friction Discs', 'Gaskets', 'O-Rings', 'Seals', 'Separator Plates']"
14056,Drivetrain-Brakes-Repair,"['Bars', 'Bearings', 'Friction Discs', 'Gaskets', 'Linkage Pins', 'O-Rings', 'Plates and Strips', 'Seals', 'Thrust Washers']"
14066,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Gaskets', 'Master Cylinders', 'O-Rings', 'Seals']"
14068,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Dowel Pins', 'Gaskets', 'O-Rings', 'Retaining Rings', 'Seals', 'Washers and Spacers']"
14077,Drivetrain-Brakes-Rebuild,"['Hose Assemblies', 'Springs']"
14079,Drivetrain-Brakes-Rebuild,"['Kit - Drivetrain and Steering', 'Kit - Maintenance', 'No Data']"
14083,Drivetrain-Brakes-Rebuild,"['Buttons and Knobs', 'Hose Assemblies', 'Hose adapters', 'Kit - Maintenance']"
14088,Drivetrain-Axle-Rebuild,"['Bolts and Screws', 'Driveshafts and Joint Groups', 'Rotating Seals', 'Washers and Spacers']"
14095,Drivetrain-Axle-Rebuild,"['Bars', 'Bearing Housings', 'Bolts and Screws', 'Driveshafts and Joint Groups', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Rotating Seals', 'Seals', 'Yokes']"
14105,Drivetrain-Brakes-Repair,['Tube and Bellows Assemblies']
14107,Engine-Turbo Group-Rebuild,"['Gaskets', 'Kit - Engines', 'O-Rings', 'Seals']"
14108,Drivetrain-Brakes-Rebuild,"['Fluid Filter', 'Hose adapters', 'Kit - Maintenance', 'Other Metallic Covers']"
14120,Engine-Injector Group-Rebuild,"['Bridge', 'Washers and Spacers']"
14121,Drivetrain-Brakes-Rebuild,"['Breathers', 'Kit - Maintenance', 'Other Non-Metallic Covers and Supports']"
14127,Engine-Injector Group-Rebuild,"['Bridge', 'Caps and Plugs', 'Clamps and Clips', 'Gaskets', 'O-Rings', 'Seals']"
14132,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Brake Valves', 'Clamps and Clips', 'Controls-Switching', 'Gaskets', 'O-Rings', 'Seals', 'Springs', 'Thrust Washers', 'Washers and Spacers']"
14140,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Bridge', 'Clamps and Clips', 'Gaskets', 'Injectors', 'O-Rings', 'Seals']"
14142,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Gaskets', 'Grommets', 'Joystick Components', 'Kit - Maintenance', 'O-Rings', 'Other Metallic Covers', 'Other Operator Control Components', 'Pins', 'Position Sensors', 'Retaining Rings', 'Seals', 'Springs']"
14146,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Friction Discs', 'Gaskets', 'O-Rings', 'Pins', 'Seals', 'Separator Plates']"
14157,Engine-Injector Group-Rebuild,"['Mounts', 'Valve Cartridges', 'Washers and Spacers']"
14164,Drivetrain-Brakes-Rebuild,"['Controls-Primary', 'Gaskets', 'Information Films', 'Kit - Drivetrain and Steering', 'Kit - Hydraulics', 'Kit - Maintenance', 'No Data', 'O-Rings', 'Rotating Seals', 'Seals']"
14179,Engine-Injector Group-Rebuild,"['Bulk Seals', 'Caps and Plugs', 'Valve Cartridges', 'Washers and Spacers']"
14185,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Duo Cone Group']"
14189,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Clamps and Clips', 'Fasteners Nuts', 'Gaskets', 'Hose adapters', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
14194,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Duo Cone Group', 'Gaskets', 'O-Rings', 'Seals', 'Springs']"
14203,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Gaskets', 'Injectors', 'O-Rings', 'Seals', 'Washers and Spacers']"
14204,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Clamps and Clips', 'Hose adapters', 'Mounts', 'Temperature Sensors', 'Valve Cartridges']"
14210,Drivetrain-Axle-Rebuild,"['Bars', 'Bearings', 'Bolts and Screws', 'Fasteners Nuts', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Rotating Seals', 'Seals', 'Washers and Spacers']"
14212,Drivetrain-Axle-Rebuild,"['Bearings', 'Duo Cone Group', 'Gaskets', 'O-Rings', 'Seals', 'Spindles']"
14218,Drivetrain-Brakes-Rebuild,"['Gaskets', 'Kit - Drivetrain and Steering', 'No Data', 'O-Rings', 'Seals', 'Valve Groups and Assemblies']"
14230,Drivetrain-Brakes-Rebuild,"['Bearings', 'Duo Cone Group', 'Gaskets', 'Kit - Drivetrain and Steering', 'O-Rings', 'Seals', 'Shims']"
14232,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Gaskets', 'Mounts', 'O-Rings', 'Seals', 'Valve Cartridges', 'Washers and Spacers']"
14233,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Kit - Maintenance', 'Washers and Spacers']"
14255,Engine-Turbo Group-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Fasteners Studs', 'Turbos and Turbo Groups', 'Washers and Spacers']"
14256,Drivetrain-Axle-Rebuild,"['Bearings', 'Rotating Seals', 'Seals']"
14258,Engine-Injector Group-Rebuild,"['Clamps and Clips', 'Hose adapters', 'Kit - Engines', 'Retaining Pins']"
14265,Drivetrain-Brakes-Rebuild,"['Information Films', 'Kit - Drivetrain and Steering', 'Kit - Maintenance']"
14266,Drivetrain-Brakes-Rebuild,"['Bars', 'Linkage Pins', 'Plates and Strips', 'Rounds', 'Thrust Washers']"
14281,Engine-Injector Group-Rebuild,"['Dowel Pins', 'Gaskets', 'Kit - Engines', 'O-Rings', 'Seals', 'Valve Cartridges']"
14285,Drivetrain-Brakes-Rebuild,"['Being reviewed', 'Caps and Plugs', 'Gaskets', 'Kit - Hydraulics', 'O-Rings', 'Rotating Seals', 'Seals']"
14287,Drivetrain-Brakes-Rebuild,"['Bearings', 'Duo Cone Group', 'Friction Discs', 'Hyd Cylinder Piston']"
14290,Drivetrain-Brakes-Rebuild,"['Bearings', 'Controls-Switching', 'Gaskets', 'Kit - Drivetrain and Steering', 'Linkage Pins', 'Miscellaneous Cylinder Components', 'O-Rings', 'P&M Actuator and Control Parts', 'Seals', 'Shims']"
14291,Drivetrain-Brakes-Rebuild,"['Bearing Retainers', 'Bearings', 'Bolts and Screws', 'Duo Cone Group', 'Gaskets', 'O-Rings', 'Seals', 'Separator Plates', 'Washers and Spacers']"
14294,Engine-Injector Group-Rebuild,"['Bridge', 'Caps and Plugs', 'Clamps and Clips', 'Gaskets', 'Grommets', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges']"
14295,Drivetrain-Brakes-Rebuild,"['Fluid Filter', 'Gaskets', 'Kit - Hydraulics', 'O-Rings', 'Seals']"
14298,Drivetrain-Brakes-Repair,"['Bumpers', 'Fasteners Nuts', 'Retaining Pins']"
14302,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Fasteners Nuts', 'Gaskets', 'Hose adapters', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
14306,Drivetrain-Brakes-Rebuild,"['Gaskets', 'Joystick Components', 'O-Rings', 'Pins', 'Retaining Rings', 'Seals', 'Springs']"
14309,Drivetrain-Brakes-Rebuild,"['Bearings', 'Bolts and Screws', 'Gaskets', 'Kit - Hydraulics', 'O-Rings', 'Rounds', 'Seals', 'Thrust Washers']"
14314,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Fasteners Studs', 'Gaskets', 'Hose adapters', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
14326,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Trunnion Supports', 'Washers and Spacers']"
14328,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Gaskets', 'Grommets', 'Kit - Maintenance', 'O-Rings', 'Seals']"
14329,Engine-Water Pump Group-Rebuild,"['Caps and Plugs', 'Water Pumps']"
14347,Drivetrain-Brakes-Repair,['Fasteners Nuts']
14350,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Gaskets', 'O-Rings', 'Seals', 'Trunnion Supports', 'Washers and Spacers']"
14353,Drivetrain-Brakes-Rebuild,"['Gaskets', 'Kit - Hydraulics', 'O-Rings', 'Seals', 'Shims', 'Springs']"
14364,Drivetrain-Brakes-Rebuild,['Screen Filters']
14366,Drivetrain-Brakes-Rebuild,"['Fasteners Studs', 'Gaskets', 'O-Rings', 'Seals']"
14368,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Breathers', 'Caps and Plugs', 'Gaskets', 'Kit - Maintenance', 'O-Rings', 'Seals']"
14382,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Hose adapters', 'Kit - Maintenance', 'Washers and Spacers']"
14383,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Fasteners Nuts', 'Gaskets', 'O-Rings', 'Seals', 'Springs']"
14393,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Hose adapters', 'Mounts', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
14398,Drivetrain-Axle-Rebuild,"['Bars', 'Bearings', 'Plates and Strips', 'Shafts']"
14406,Drivetrain-Brakes-Rebuild,"['Gaskets', 'Kit - Maintenance', 'O-Rings', 'Seals', 'Valve In-line']"
14410,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Seals', 'Shims', 'Springs', 'Valve Components']"
14412,Drivetrain-Brakes-Rebuild,"['Being reviewed', 'Springs', 'Washers and Spacers']"
14413,Drivetrain-Brakes-Rebuild,"['Bars', 'Controls-Switching', 'Fluid Filter', 'Gaskets', 'Kit - Hydraulics', 'Kit - Maintenance', 'O-Rings', 'Plates and Strips', 'Seals']"
14423,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Hose adapters']"
14432,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Friction Discs', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Seals', 'Valve Components']"
14434,Drivetrain-Brakes-Repair,"['Accumulators and Accumulator Components', 'Gaskets', 'O-Rings', 'Seals']"
14446,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Caps and Plugs', 'Plates and Strips', 'Separator Plates', 'Washers and Spacers']"
14456,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Duo Cone Group', 'Fasteners Nuts', 'Gaskets', 'O-Rings', 'Retaining Rings', 'Seals', 'Shims']"
14458,Drivetrain-Axle-Rebuild,"['Planet Gears', 'Shims']"
14464,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Connector Components', 'Fasteners Nuts', 'Gaskets', 'Kit - Engines', 'O-Rings', 'Seals', 'Washers and Spacers']"
14465,Drivetrain-Brakes-Rebuild,"['Kit - Drivetrain and Steering', 'Pins', 'Separator Plates', 'Springs']"
14472,Drivetrain-Brakes-Rebuild,"['Pins', 'Separator Plates', 'Springs']"
14473,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Dealer Shop Supplies and Specialty', 'Dowel Pins', 'Gaskets', 'Grommets', 'Hose adapters', 'Injectors', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors']"
14479,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Fasteners Nuts', 'Friction Discs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Seals', 'Valve Components']"
14488,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Gaskets', 'Master Cylinders', 'O-Rings', 'Seals', 'Solid Rods', 'Valve Components']"
14489,Drivetrain-Brakes-Rebuild,"['Kit - Drivetrain and Steering', 'Master Cylinders', 'Springs']"
14492,Engine-Turbo Group-Rebuild,"['Elbows', 'Kit - Engines']"
14494,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Seals', 'Springs']"
14500,Drivetrain-Brakes-Rebuild,"['Bars', 'Clamps and Clips', 'Plates and Strips', 'Rotating Seals', 'Springs']"
14504,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Fasteners Studs', 'Gaskets', 'Hose adapters', 'Kit - Engines', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
14507,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Breathers', 'Controls-Switching', 'Gaskets', 'Kit - Drivetrain and Steering', 'O-Rings', 'Seals']"
14517,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Hose adapters', 'Kit - Drivetrain and Steering']"
14521,Engine-Injector Group-Rebuild,"['Dowel Pins', 'Injectors', 'Valve Cartridges']"
14525,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Fasteners Nuts', 'Gaskets', 'Master Cylinders', 'O-Rings', 'Seals', 'Solid Rods']"
14527,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Hose adapters', 'Kit - Engines', 'Mounts', 'Washers and Spacers']"
14533,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Hose Assemblies', 'Kit - Hydraulics', 'Shims']"
14535,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Gaskets', 'Mounts', 'O-Rings', 'Seals', 'Valve Cartridges']"
14549,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Kit - Maintenance']"
14558,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Duo Cone Group', 'Springs']"
14560,Engine-Injector Group-Rebuild,"['Clamps and Clips', 'Gaskets', 'Injectors', 'Kit - Engines', 'O-Rings', 'Seals']"
14561,Drivetrain-Axle-Rebuild,"['Bearings', 'Shims', 'Thrust Washers']"
14564,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Dowel Pins', 'Gaskets', 'Information Films', 'O-Rings', 'Seals', 'Valve Cartridges']"
14565,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Hose adapters', 'Information Films', 'Kit - Drivetrain and Steering', 'Solid Rods']"
14567,Engine-Injector Group-Rebuild,"['Custom Supports', 'Gaskets', 'O-Rings', 'Seals']"
14569,Drivetrain-Brakes-Rebuild,"['Hose Assemblies', 'Joystick Components', 'Kit - Maintenance']"
14570,Drivetrain-Brakes-Rebuild,"['Bars', 'Hose adapters', 'Joystick Components', 'Kit - Maintenance', 'Other Metallic Covers', 'Other Non-Metallic Covers and Supports', 'Plates and Strips']"
14572,Drivetrain-Brakes-Rebuild,"['Bars', 'Controls-Switching', 'Fluid Filter', 'Hose adapters', 'Kit - Maintenance', 'No Data', 'Other Non-Metallic Covers and Supports', 'Plates and Strips', 'Retaining Rings']"
14574,Drivetrain-Axle-Rebuild,"['Bolts and Screws', 'Yoke Assemblies']"
14576,Drivetrain-Axle-Rebuild,"['Driveshafts and Joint Groups', 'Kit - Hydraulics']"
14578,Drivetrain-Axle-Rebuild,"['Bearings', 'Planet Gears']"
14587,Drivetrain-Brakes-Rebuild,"['Bars', 'Controls-Switching', 'Plates and Strips', 'Thrust Washers']"
14601,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Clamps and Clips', 'Gaskets', 'Grommets', 'Injectors', 'O-Rings', 'Seals', 'Valve Cartridges']"
14602,Drivetrain-Brakes-Rebuild,"['Buttons and Knobs', 'Clamps and Clips', 'Grommets', 'Hose adapters', 'Joystick Components', 'Kit - Maintenance', 'No Data', 'Valve Components']"
14619,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Bridge', 'Caps and Plugs', 'Clamps and Clips', 'Gaskets', 'O-Rings', 'Seals', 'Temperature Sensors', 'Washers and Spacers']"
14621,Engine-Turbo Group-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Fasteners Studs', 'Gaskets', 'Turbos and Turbo Groups']"
14631,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Caps and Plugs', 'Fasteners Studs', 'Plates and Strips']"
14636,Drivetrain-Axle-Rebuild,"['Bolts and Screws', 'Driveshafts and Joint Groups', 'Kit - Hydraulics']"
14641,Drivetrain-Brakes-Rebuild,"['Breathers', 'Controls-Switching', 'Gaskets', 'Kit - Drivetrain and Steering', 'No Data', 'O-Rings', 'Seals']"
14643,Drivetrain-Brakes-Rebuild,"['Gaskets', 'Hose adapters', 'O-Rings', 'Seals', 'Springs']"
14645,Engine-Injector Group-Rebuild,"['Bridge', 'Caps and Plugs', 'Dowel Pins', 'Gaskets', 'O-Rings', 'Seals', 'Valve Cartridges']"
14646,Drivetrain-Brakes-Rebuild,"['Bars', 'Bearing Retainers', 'Bearings', 'Duo Cone Group', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Seals', 'Shims']"
14648,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Duo Cone Group', 'Hose adapters', 'Springs']"
14653,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Fasteners Nuts', 'Gaskets', 'Kit - Drivetrain and Steering', 'O-Rings', 'Seals']"
14655,Drivetrain-Axle-Rebuild,"['Bolts and Screws', 'Driveshafts and Joint Groups', 'Gaskets', 'Hose adapters', 'Washers and Spacers']"
14656,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Driveshafts and Joint Groups', 'Fasteners Nuts', 'Mounts', 'No Data', 'Washers and Spacers']"
14664,Drivetrain-Brakes-Rebuild,"['Duo Cone Group', 'Friction Discs', 'Gaskets', 'O-Rings', 'Pins', 'Seals']"
14665,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Dealer Shop Supplies and Specialty', 'Dowel Pins', 'Gaskets', 'O-Rings', 'Seals', 'Valve Cartridges']"
14671,Drivetrain-Axle-Rebuild,"['Bars', 'Bearing Housings', 'Bearings', 'Driveshafts and Joint Groups', 'Plates and Strips']"
14673,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Clamps and Clips', 'Fasteners Nuts', 'Gaskets', 'Hose adapters', 'Injectors', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
14677,Engine-Engine cooling system-Replacement,"['Cooling Module', 'Hose Assemblies']"
14679,Engine-Injector Group-Rebuild,"['Dealer Shop Supplies and Specialty', 'Dowel Pins', 'Gaskets', 'Injectors', 'O-Rings', 'Seals', 'Valve Cartridges']"
14687,Drivetrain-Axle-Rebuild,"['Bearings', 'Caps and Plugs', 'Gaskets', 'No Data', 'O-Rings', 'Rotating Seals', 'Seals']"
14693,Drivetrain-Axle-Rebuild,"['Bars', 'Bearings', 'Driveshafts and Joint Groups', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Rotating Seals', 'Seals']"
14698,Drivetrain-Brakes-Rebuild,"['Hose Assemblies', 'Kit - Maintenance', 'Manually Operated Valves']"
14702,Drivetrain-Brakes-Rebuild,"['Hose adapters', 'Hyd Cylinder Piston', 'No Data', 'Other Metallic Covers']"
14705,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Gaskets', 'Grommets', 'Hose adapters', 'O-Rings', 'Seals', 'Valve Cartridges', 'Washers and Spacers']"
14710,Drivetrain-Brakes-Rebuild,"['Accumulators and Accumulator Components', 'Bars', 'Caps and Plugs', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Seals', 'Valve Components', 'Valve Groups and Assemblies']"
14713,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Duo Cone Group', 'Gaskets', 'O-Rings', 'Seals', 'Shims']"
14717,Drivetrain-Brakes-Rebuild,"['Breathers', 'Master Cylinders', 'Valve Components']"
14724,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Joystick Components', 'Pins', 'Retaining Rings', 'Springs']"
14737,Drivetrain-Brakes-Repair,"['Brake Valves', 'Sensors']"
14740,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Hose adapters', 'Kit - Drivetrain and Steering', 'Kit - Maintenance']"
14743,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Breathers', 'Gaskets', 'Kit - Hydraulics', 'No Data', 'O-Rings', 'Rotating Seals', 'Seals', 'Shims', 'Springs', 'Washers and Spacers']"
14746,Engine-Water Pump Group-Rebuild,"['Kit - Engines', 'No Data']"
14750,Drivetrain-Brakes-Repair,"['Bolts and Screws', 'Gaskets', 'O-Rings', 'Position Sensors', 'Seals', 'Washers and Spacers']"
14751,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'Grommets', 'O-Rings', 'Seals', 'Washers and Spacers']"
14755,Drivetrain-Axle-Rebuild,"['Bolts and Screws', 'Shims', 'Washers and Spacers']"
14758,Engine-Water Pump Group-Rebuild,"['Bearings', 'Pulleys', 'Water Pumps']"
14763,Drivetrain-Brakes-Rebuild,"['Bars Plates and Strips', 'Brackets Supports and Mounts', 'Gaskets', 'Hose Assemblies', 'Hose adapters', 'Kit - Maintenance', 'No Data', 'O-Rings', 'Seals', 'Tubes', 'Valve In-line']"
14766,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Dowel Pins', 'Gaskets', 'Information Films', 'Injectors', 'O-Rings', 'Seals', 'Valve Cartridges']"
14767,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Driveshafts and Joint Groups', 'Gaskets', 'O-Rings', 'Seals']"
14770,Drivetrain-Axle-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Gaskets', 'O-Rings', 'Seals', 'Shims']"
14772,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Plates and Strips', 'Tube Components']"
14777,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Driveshafts and Joint Groups', 'Fasteners Nuts', 'Gaskets', 'O-Rings', 'Retaining Rings', 'Seals', 'Washers and Spacers']"
14781,Drivetrain-Brakes-Repair,"['Bearings', 'Friction Discs', 'Gaskets', 'O-Rings', 'Seals', 'Shims', 'Thrust Washers']"
14782,Drivetrain-Brakes-Rebuild,"['Fasteners Nuts', 'Gaskets', 'Hose Assemblies', 'Hose adapters', 'Kit - Maintenance', 'No Data', 'O-Rings', 'Other Metallic Covers', 'Other Non-Metallic Covers and Supports', 'Seals']"
14783,Drivetrain-Brakes-Rebuild,"['Gaskets', 'Information Films', 'Kit - Drivetrain and Steering', 'Kit - Hydraulics', 'Kit - Maintenance', 'Master Cylinders', 'O-Rings', 'Seals', 'Solid Rods']"
14791,Drivetrain-Axle-Rebuild,"['Bearings', 'Planet Gears', 'Retaining Rings', 'Washers and Spacers']"
14795,Drivetrain-Brakes-Rebuild,"['Gaskets', 'Information Films', 'Kit - Maintenance']"
14797,Drivetrain-Brakes-Rebuild,"['Accumulators and Accumulator Components', 'Bars', 'Fasteners Nuts', 'Plates and Strips', 'Springs', 'Valve Components']"
14802,Drivetrain-Brakes-Rebuild,"['Hyd Cylinder Piston', 'Valve Components']"
14814,Drivetrain-Brakes-Rebuild,"['Accumulators', 'Controls-Primary', 'Dryers', 'Gaskets', 'Kit - Maintenance', 'No Data', 'O-Rings', 'Receivers', 'Screen Filters', 'Seals', 'Valve Components']"
14818,Drivetrain-Axle-Rebuild,"['Bearings', 'Gaskets', 'O-Rings', 'Seals', 'Trunnion Supports']"
14827,Drivetrain-Axle-Rebuild,"['Bolts and Screws', 'Driveshafts and Joint Groups', 'Fasteners Nuts']"
14829,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Breathers', 'Gaskets', 'No Data', 'O-Rings', 'Rotating Seals', 'Seals', 'Washers and Spacers']"
14830,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Gaskets', 'No Data', 'O-Rings', 'Seals', 'Shims', 'Springs']"
14835,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Clamps and Clips', 'Grommets', 'Valve Cartridges']"
14836,Engine-Water Pump Group-Rebuild,"['Clamps and Clips', 'Gaskets', 'O-Rings', 'Seals', 'Water Pumps']"
14841,Drivetrain-Brakes-Rebuild,"['Gaskets', 'Kit - Maintenance', 'O-Rings', 'Seals', 'Valve Cartridges', 'Washers and Spacers']"
